 Nmin= 10000; Nmax= 20000;
10221;71;71;3456
10222;71;71;5038
10223;71;71;141
10223;71;71;145
10224;71;72;127
10224;71;72;141
10224;71;72;143
10224;71;72;145
10224;71;72;161
10224;71;72;287
10224;71;72;289
10224;71;72;431
10224;71;72;433
10224;71;72;532
10224;71;72;575
10224;71;72;577
10224;71;72;709
10224;71;72;711
10224;71;72;719
10224;71;72;721
10224;71;72;863
10224;71;72;865
10224;71;72;993
10224;71;72;995
10224;71;72;1007
10224;71;72;1009
10224;71;72;1151
10224;71;72;1153
10224;71;72;1295
10224;71;72;1297
10224;71;72;1439
10224;71;72;1441
10224;71;72;1561
10224;71;72;1563
10224;71;72;1583
10224;71;72;1585
10224;71;72;1727
10224;71;72;1729
10224;71;72;1845
10224;71;72;1847
10224;71;72;1871
10224;71;72;1873
10224;71;72;2015
10224;71;72;2017
10224;71;72;2078
10224;71;72;2159
10224;71;72;2161
10224;71;72;2303
10224;71;72;2305
10224;71;72;2413
10224;71;72;2415
10224;71;72;2447
10224;71;72;2449
10224;71;72;2484
10224;71;72;2520
10224;71;72;2591
10224;71;72;2593
10224;71;72;2662
10224;71;72;2697
10224;71;72;2699
10224;71;72;2735
10224;71;72;2737
10224;71;72;2879
10224;71;72;2881
10224;71;72;3023
10224;71;72;3025
10224;71;72;3167
10224;71;72;3169
10224;71;72;3265
10224;71;72;3267
10224;71;72;3311
10224;71;72;3313
10224;71;72;3356
10224;71;72;3455
10224;71;72;3457
10224;71;72;3549
10224;71;72;3551
10224;71;72;3599
10224;71;72;3601
10224;71;72;3743
10224;71;72;3745
10224;71;72;3887
10224;71;72;3889
10224;71;72;4031
10224;71;72;4033
10224;71;72;4117
10224;71;72;4119
10224;71;72;4175
10224;71;72;4177
10224;71;72;4319
10224;71;72;4321
10224;71;72;4401
10224;71;72;4403
10224;71;72;4463
10224;71;72;4465
10224;71;72;4607
10224;71;72;4609
10224;71;72;4751
10224;71;72;4753
10224;71;72;4895
10224;71;72;4897
10224;71;72;4969
10224;71;72;4971
10224;71;72;5039
10224;71;72;5041
10225;71;71;143
10226;72;72;143
10226;72;72;690
10226;72;72;1608
10226;72;72;1680
10226;72;72;3361
10226;72;72;3704
10226;72;72;4360
10226;72;72;4364
10226;72;72;4898
10226;72;72;4970
10226;72;72;5042
10227;72;72;143
10227;72;72;1400
10227;72;72;2074
10227;72;72;2943
10227;72;72;3314
10227;72;72;3357
10227;72;72;3456
10227;72;72;3819
10227;72;72;4149
10227;72;72;4342
10228;72;72;1243
10228;72;72;1260
10228;72;72;1314
10228;72;72;2259
10228;72;72;2291
10228;72;72;2450
10228;72;72;2485
10228;72;72;2521
10228;72;72;2592
10228;72;72;3052
10228;72;72;3056
10228;72;72;3367
10228;72;72;3463
10228;72;72;3782
10228;72;72;4060
10228;72;72;4442
10228;72;72;5043
10229;72;72;132
10229;72;72;751
10229;72;72;1120
10229;72;72;2018
10229;72;72;2241
10229;72;72;2373
10229;72;72;2656
10229;72;72;3362
10229;72;72;3450
10229;72;72;3466
10229;72;72;4035
10229;72;72;4119
10229;72;72;4121
10229;72;72;4152
10229;72;72;4177
10229;72;72;4483
10229;72;72;4839
10229;72;72;4979
10229;72;72;5037
10230;72;72;124
10230;72;72;132
10230;72;72;980
10230;72;72;1728
10230;72;72;3084
10230;72;72;3366
10230;72;72;3457
10230;72;72;3816
10230;72;72;3852
10230;72;72;4010
10230;72;72;4063
10230;72;72;4408
10230;72;72;4595
10230;72;72;5044
10231;72;72;124
10231;72;72;132
10231;72;72;592
10231;72;72;674
10231;72;72;1039
10231;72;72;1353
10231;72;72;1442
10231;72;72;1821
10231;72;72;1899
10231;72;72;2014
10231;72;72;2804
10231;72;72;2883
10231;72;72;3002
10231;72;72;3368
10231;72;72;3464
10231;72;72;3666
10231;72;72;3732
10231;72;72;4067
10231;72;72;4285
10231;72;72;4324
10231;72;72;4404
10231;72;72;4406
10231;72;72;4624
10231;72;72;5033
10231;72;72;5038
10232;72;72;132
10232;72;72;840
10232;72;72;1264
10232;72;72;1296
10232;72;72;1484
10232;72;72;1526
10232;72;72;1681
10232;72;72;2593
10232;72;72;3161
10232;72;72;3890
10232;72;72;4240
10232;72;72;4534
10232;72;72;4562
10232;72;72;4713
10233;72;72;956
10233;72;72;1152
10233;72;72;1541
10233;72;72;1607
10233;72;72;2305
10233;72;72;2384
10233;72;72;2721
10233;72;72;2903
10233;72;72;2965
10233;72;72;3367
10233;72;72;3458
10233;72;72;3761
10233;72;72;3857
10233;72;72;3924
10233;72;72;3986
10233;72;72;4062
10233;72;72;4367
10233;72;72;4767
10233;72;72;5034
10233;72;72;5039
10234;72;72;700
10234;72;72;994
10234;72;72;1010
10234;72;72;2019
10234;72;72;2352
10234;72;72;2945
10234;72;72;3028
10234;72;72;3644
10235;72;72;272
10235;72;72;414
10235;72;72;702
10235;72;72;946
10235;72;72;1317
10235;72;72;1376
10235;72;72;1775
10235;72;72;1799
10235;72;72;1847
10235;72;72;1849
10235;72;72;1873
10235;72;72;2319
10235;72;72;2777
10235;72;72;3191
10235;72;72;3711
10235;72;72;3747
10235;72;72;3822
10235;72;72;4614
10235;72;72;4766
10235;72;72;4824
10235;72;72;5040
10236;72;72;545
10236;72;72;864
10236;72;72;1261
10236;72;72;1315
10236;72;72;1729
10236;72;72;1902
10236;72;72;1958
10236;72;72;2015
10236;72;72;2594
10236;72;72;3226
10236;72;72;3368
10236;72;72;4069
10236;72;72;4289
10236;72;72;4301
10236;72;72;4488
10237;72;72;405
10237;72;72;942
10237;72;72;1188
10237;72;72;1246
10237;72;72;1295
10237;72;72;1563
10237;72;72;1565
10237;72;72;1585
10237;72;72;1824
10237;72;72;2261
10237;72;72;2293
10237;72;72;2383
10237;72;72;3171
10237;72;72;3647
10237;72;72;3708
10237;72;72;4061
10237;72;72;4119
10237;72;72;4206
10237;72;72;4240
10237;72;72;4411
10237;72;72;4668
10237;72;72;4757
10238;72;72;398
10238;72;72;416
10238;72;72;560
10238;72;72;710
10238;72;72;722
10238;72;72;1121
10238;72;72;1443
10238;72;72;1912
10238;72;72;1930
10238;72;72;2164
10238;72;72;3819
10238;72;72;3855
10238;72;72;3950
10238;72;72;4064
10239;72;72;562
10239;72;72;1485
10239;72;72;2020
10239;72;72;2739
10239;72;72;3225
10239;72;72;3369
10239;72;72;3788
10239;72;72;3960
10239;72;72;4567
10239;72;72;4760
10239;72;72;4828
10240;72;72;154
10240;72;72;274
10240;72;72;1297
10240;72;72;1544
10240;72;72;1774
10240;72;72;2322
10240;72;72;3087
10240;72;72;3174
10240;72;72;3266
10240;72;72;4370
10240;72;72;4472
10240;72;72;4630
10240;72;72;5040
10240;72;72;5056
10241;72;72;154
10241;72;72;578
10241;72;72;691
10241;72;72;983
10241;72;72;1040
10241;72;72;1965
10241;72;72;2016
10241;72;72;2417
10241;72;72;2419
10241;72;72;2903
10241;72;72;3028
10241;72;72;3465
10241;72;72;3607
10241;72;72;3860
10241;72;72;3929
10241;72;72;4071
10241;72;72;4566
10242;72;72;154
10242;72;72;440
10242;72;72;576
10242;72;72;920
10242;72;72;1153
10242;72;72;1198
10242;72;72;1404
10242;72;72;1730
10242;72;72;2807
10242;72;72;3736
10242;72;72;4210
10242;72;72;4740
10242;72;72;5041
10242;72;72;5057
10243;72;72;154
10243;72;72;298
10243;72;72;1069
10243;72;72;1318
10243;72;72;1753
10243;72;72;2163
10243;72;72;2246
10243;72;72;2594
10243;72;72;2629
10243;72;72;2665
10243;72;72;2702
10243;72;72;2704
10243;72;72;3752
10243;72;72;4327
10243;72;72;4858
10243;72;72;4912
10244;72;72;420
10244;72;72;438
10244;72;72;841
10244;72;72;1011
10244;72;72;1632
10244;72;72;2908
10244;72;72;3183
10244;72;72;3466
10244;72;72;3606
10244;72;72;3908
10244;72;72;4245
10244;72;72;4616
10244;72;72;5042
10244;72;72;5058
10245;72;72;422
10245;72;72;438
10245;72;72;843
10245;72;72;1296
10245;72;72;1444
10245;72;72;1611
10245;72;72;1735
10245;72;72;2452
10245;72;72;2487
10245;72;72;2820
10245;72;72;3165
10245;72;72;3671
10245;72;72;3739
10245;72;72;3897
10245;72;72;4014
10245;72;72;4490
10245;72;72;4536
10245;72;72;4719
10245;72;72;4789
10245;72;72;4911
10246;72;72;1486
10246;72;72;1524
10246;72;72;1875
10246;72;72;1964
10246;72;72;2080
10246;72;72;2204
10246;72;72;2310
10246;72;72;2780
10246;72;72;3274
10246;72;72;3822
10246;72;72;3858
10246;72;72;3929
10246;72;72;4186
10246;72;72;4352
10247;72;72;434
10247;72;72;2355
10247;72;72;2595
10247;72;72;2668
10247;72;72;2862
10247;72;72;3467
10247;72;72;3557
10247;72;72;3559
10247;72;72;3789
10247;72;72;4473
10247;72;72;4906
10247;72;72;4923
10248;72;72;432
10248;72;72;593
10248;72;72;865
10248;72;72;943
10248;72;72;1298
10248;72;72;1824
10248;72;72;2905
10248;72;72;3007
10248;72;72;3649
10248;72;72;4673
10248;72;72;4774
10249;72;72;701
10249;72;72;1403
10249;72;72;1440
10249;72;72;2105
10249;72;72;2455
10249;72;72;2488
10249;72;72;2807
10249;72;72;2886
10249;72;72;2911
10249;72;72;3273
10249;72;72;3275
10249;72;72;3863
10249;72;72;4909
10250;72;72;134
10250;72;72;164
10250;72;72;296
10250;72;72;1587
10250;72;72;2386
10250;72;72;2744
10250;72;72;3468
10250;72;72;3560
10250;72;72;4332
10250;72;72;4570
10250;72;72;4604
10250;72;72;4773
10250;72;72;5064
10251;72;72;134
10251;72;72;164
10251;72;72;982
10251;72;72;1154
10251;72;72;1736
10251;72;72;2081
10251;72;72;2354
10251;72;72;2596
10251;72;72;2910
10251;72;72;3033
10251;72;72;3196
10251;72;72;3652
10251;72;72;3955
10251;72;72;4186
10251;72;72;4238
10251;72;72;4411
10251;72;72;4452
10251;72;72;4635
10251;72;72;4753
10251;72;72;5063
10252;72;72;134
10252;72;72;723
10252;72;72;744
10252;72;72;1523
10252;72;72;1610
10252;72;72;1682
10252;72;72;1730
10252;72;72;1905
10252;72;72;2188
10252;72;72;2248
10252;72;72;3510
10252;72;72;3768
10252;72;72;4042
10252;72;72;4495
10252;72;72;4764
10253;72;72;134
10253;72;72;711
10253;72;72;713
10253;72;72;721
10253;72;72;921
10253;72;72;1487
10253;72;72;1544
10253;72;72;2525
10253;72;72;3089
10253;72;72;3178
10253;72;72;3363
10253;72;72;3740
10253;72;72;3898
10253;72;72;4286
10253;72;72;4355
10253;72;72;5064
10254;72;72;1012
10254;72;72;1915
10254;72;72;1933
10254;72;72;2106
10254;72;72;2743
10254;72;72;3188
10254;72;72;3756
10254;72;72;3934
10254;72;72;3978
10254;72;72;4213
10254;72;72;4540
10255;72;72;129
10255;72;72;159
10255;72;72;280
10255;72;72;546
10255;72;72;971
10255;72;72;996
10255;72;72;998
10255;72;72;1505
10255;72;72;2261
10255;72;72;2293
10255;72;72;2312
10255;72;72;2597
10255;72;72;2634
10255;72;72;2907
10255;72;72;3232
10255;72;72;3321
10255;72;72;3511
10255;72;72;3556
10255;72;72;4309
10255;72;72;4623
10255;72;72;4746
10256;72;72;129
10256;72;72;159
10256;72;72;280
10256;72;72;561
10256;72;72;1590
10256;72;72;2078
10256;72;72;2082
10256;72;72;2132
10256;72;72;2606
10256;72;72;2888
10256;72;72;3364
10256;72;72;4479
10256;72;72;4836
10257;72;72;129
10257;72;72;159
10257;72;72;282
10257;72;72;563
10257;72;72;694
10257;72;72;844
10257;72;72;1095
10257;72;72;1125
10257;72;72;1877
10257;72;72;2168
10257;72;72;2526
10257;72;72;2783
10257;72;72;3105
10257;72;72;4044
10258;72;72;282
10258;72;72;290
10258;72;72;1683
10258;72;72;1731
10258;72;72;1904
10258;72;72;2706
10258;72;72;2912
10258;72;72;3231
10258;72;72;3322
10258;72;72;3514
10258;72;72;3613
10258;72;72;4414
10259;72;72;152
10259;72;72;290
10259;72;72;579
10259;72;72;776
10259;72;72;780
10259;72;72;868
10259;72;72;944
10259;72;72;2109
10259;72;72;2380
10259;72;72;3147
10259;72;72;4217
10259;72;72;4574
10259;72;72;4678
10259;72;72;4986
10259;72;72;4988
10259;72;72;5062
10260;72;72;152
10260;72;72;288
10260;72;72;415
10260;72;72;577
10260;72;72;866
10260;72;72;1547
10260;72;72;2810
10260;72;72;4356
10260;72;72;4796
10261;72;72;152
10261;72;72;288
10261;72;72;1247
10261;72;72;1266
10261;72;72;2079
10261;72;72;2083
10261;72;72;2248
10261;72;72;2493
10261;72;72;2527
10261;72;72;3325
10261;72;72;3515
10261;72;72;3612
10261;72;72;4497
10261;72;72;4987
10261;72;72;4989
10261;72;72;5063
10262;72;72;152
10262;72;72;985
10262;72;72;1880
10262;72;72;2167
10262;72;72;2422
10262;72;72;4048
10262;72;72;4298
10262;72;72;4638
10263;72;72;1191
10263;72;72;1589
10263;72;72;1802
10263;72;72;2391
10263;72;72;2892
10263;72;72;3092
10263;72;72;4131
10263;72;72;4137
10263;72;72;4480
10263;72;72;4544
10263;72;72;4781
10263;72;72;5064
10264;72;72;704
10264;72;72;918
10264;72;72;1407
10264;72;72;1684
10264;72;72;1732
10264;72;72;2110
10264;72;72;2263
10264;72;72;2295
10264;72;72;2312
10264;72;72;3326
10264;72;72;3960
10264;72;72;4164
10264;72;72;4625
10265;72;72;441
10265;72;72;454
10265;72;72;594
10265;72;72;614
10265;72;72;799
10265;72;72;959
10265;72;72;997
10265;72;72;999
10265;72;72;1011
10265;72;72;1094
10265;72;72;1154
10265;72;72;1334
10265;72;72;1612
10265;72;72;1690
10265;72;72;1829
10265;72;72;2494
10265;72;72;2528
10265;72;72;2748
10265;72;72;2914
10265;72;72;2952
10265;72;72;3012
10265;72;72;3026
10265;72;72;3274
10265;72;72;3657
10265;72;72;3758
10265;72;72;3916
10265;72;72;4291
10265;72;72;4581
10265;72;72;4856
10265;72;72;5065
10266;72;72;724
10266;72;72;745
10266;72;72;1126
10266;72;72;2080
10266;72;72;2191
10266;72;72;2671
10266;72;72;3180
10266;72;72;3798
10266;72;72;3905
10266;72;72;4252
10267;72;72;136
10267;72;72;712
10267;72;72;714
10267;72;72;722
10267;72;72;1319
10267;72;72;1970
10267;72;72;3939
10267;72;72;4050
10267;72;72;4302
10267;72;72;4359
10267;72;72;4773
10267;72;72;5058
10268;72;72;136
10268;72;72;421
10268;72;72;439
10268;72;72;1158
10268;72;72;2786
10268;72;72;3036
10268;72;72;3468
10268;72;72;4023
10268;72;72;4133
10268;72;72;4139
10268;72;72;4195
10268;72;72;4924
10269;72;72;126
10269;72;72;136
10269;72;72;423
10269;72;72;845
10269;72;72;1267
10269;72;72;1358
10269;72;72;1592
10269;72;72;1636
10269;72;72;1689
10269;72;72;2747
10269;72;72;3559
10269;72;72;4338
10269;72;72;4856
10269;72;72;5059
10270;72;72;126
10270;72;72;136
10270;72;72;1250
10270;72;72;1570
10270;72;72;1918
10270;72;72;1936
10270;72;72;2250
10270;72;72;2458
10270;72;72;2674
10270;72;72;2894
10270;72;72;3972
10270;72;72;4244
10270;72;72;4917
10270;72;72;4923
10271;72;72;123
10271;72;72;167
10271;72;72;435
10271;72;72;869
10271;72;72;1303
10271;72;72;1406
10271;72;72;1691
10271;72;72;2081
10271;72;72;2813
10271;72;72;2958
10271;72;72;2976
10271;72;72;3280
10271;72;72;3282
10271;72;72;3469
10271;72;72;3648
10271;72;72;5060
10272;72;72;433
10272;72;72;984
10272;72;72;1969
10272;72;72;2383
10272;72;72;2954
10272;72;72;3151
10272;72;72;3466
10272;72;72;4290
10272;72;72;4486
10272;72;72;4548
10272;72;72;4920
10273;72;72;1486
10273;72;72;1547
10273;72;72;1882
10273;72;72;2265
10273;72;72;2297
10273;72;72;2314
10273;72;72;3095
10273;72;72;3192
10273;72;72;3566
10273;72;72;3568
10273;72;72;3721
10273;72;72;4082
10273;72;72;4135
10273;72;72;4141
10273;72;72;4195
10273;72;72;4257
10273;72;72;4380
10273;72;72;4643
10273;72;72;4658
10273;72;72;5061
10274;72;72;150
10274;72;72;1322
10274;72;72;1446
10274;72;72;1856
10274;72;72;2461
10274;72;72;2536
10274;72;72;2608
10274;72;72;3238
10274;72;72;3470
10274;72;72;3799
10274;72;72;3906
10275;72;72;150
10275;72;72;564
10275;72;72;919
10275;72;72;971
10275;72;72;1012
10275;72;72;1127
10275;72;72;1320
10275;72;72;1690
10275;72;72;1806
10275;72;72;2528
10275;72;72;3066
10275;72;72;3375
10275;72;72;3384
10275;72;72;3467
10275;72;72;3619
10275;72;72;4271
10275;72;72;4632
10275;72;72;4845
10276;72;72;150
10276;72;72;973
10276;72;72;1216
10276;72;72;1829
10276;72;72;2172
10276;72;72;2394
10276;72;72;3222
10276;72;72;3762
10276;72;72;4224
10276;72;72;4343
10277;72;72;150
10277;72;72;580
10277;72;72;1159
10277;72;72;1268
10277;72;72;1738
10277;72;72;2535
10277;72;72;2711
10277;72;72;2713
10277;72;72;3471
10277;72;72;4504
10278;72;72;578
10278;72;72;703
10278;72;72;800
10278;72;72;2537
10278;72;72;2609
10278;72;72;2638
10278;72;72;2960
10278;72;72;3041
10278;72;72;3376
10278;72;72;3618
10278;72;72;4084
10278;72;72;4788
10279;72;72;705
10279;72;72;1304
10279;72;72;1527
10279;72;72;1910
10279;72;72;2081
10279;72;72;2426
10279;72;72;2428
10279;72;72;2529
10279;72;72;2956
10279;72;72;3184
10279;72;72;3662
10279;72;72;4487
10279;72;72;4617
10280;72;72;138
10280;72;72;746
10280;72;72;1044
10280;72;72;1264
10280;72;72;1487
10280;72;72;2026
10280;72;72;2194
10280;72;72;2393
10280;72;72;2752
10280;72;72;3944
10280;72;72;3974
10280;72;72;4250
10280;72;72;4383
10280;72;72;4777
10281;72;72;138
10281;72;72;723
10281;72;72;846
10281;72;72;1447
10281;72;72;1691
10281;72;72;2171
10281;72;72;2536
10281;72;72;3377
10281;72;72;3381
10281;72;72;4030
10282;72;72;138
10282;72;72;1594
10282;72;72;1832
10282;72;72;2496
10282;72;72;2538
10282;72;72;2610
10282;72;72;2816
10282;72;72;3187
10282;72;72;4426
10282;72;72;4649
10282;72;72;4780
10283;72;72;131
10283;72;72;138
10283;72;72;157
10283;72;72;870
10283;72;72;1570
10283;72;72;1572
10283;72;72;1739
10283;72;72;1967
10283;72;72;2032
10283;72;72;2090
10283;72;72;2608
10283;72;72;3098
10283;72;72;4086
10284;72;72;131
10284;72;72;157
10284;72;72;1128
10284;72;72;1360
10284;72;72;1615
10284;72;72;1884
10284;72;72;2082
10284;72;72;2255
10284;72;72;3378
10284;72;72;3382
10284;72;72;3725
10284;72;72;3767
10284;72;72;4634
10284;72;72;4663
10284;72;72;4865
10285;72;72;131
10285;72;72;148
10285;72;72;157
10285;72;72;416
10285;72;72;694
10285;72;72;959
10285;72;72;1013
10285;72;72;1098
10285;72;72;1269
10285;72;72;1856
10285;72;72;1858
10285;72;72;1909
10285;72;72;2027
10285;72;72;2386
10285;72;72;2537
10285;72;72;2831
10285;72;72;2841
10285;72;72;3041
10285;72;72;3069
10285;72;72;3155
10285;72;72;3376
10285;72;72;3472
10285;72;72;3805
10285;72;72;4262
10285;72;72;4686
10285;72;72;5073
10286;72;72;148
10286;72;72;1160
10286;72;72;2304
10286;72;72;2319
10286;72;72;2958
10286;72;72;3478
10286;72;72;4142
10286;72;72;4322
10286;72;72;4369
10287;72;72;148
10287;72;72;162
10287;72;72;418
10287;72;72;1305
10287;72;72;1383
10287;72;72;1488
10287;72;72;1692
10287;72;72;1784
10287;72;72;2609
10287;72;72;3178
10287;72;72;3281
10287;72;72;3383
10287;72;72;3913
10287;72;72;4276
10287;72;72;4386
10287;72;72;5074
10288;72;72;148
10288;72;72;162
10288;72;72;1448
10288;72;72;1974
10288;72;72;2113
10288;72;72;2897
10288;72;72;3377
10288;72;72;3473
10288;72;72;4088
10288;72;72;4346
10289;72;72;140
10289;72;72;1740
10289;72;72;2538
10289;72;72;3479
10289;72;72;4429
10289;72;72;4431
10289;72;72;5071
10289;72;72;5075
10290;72;72;140
10290;72;72;1045
10290;72;72;1452
10290;72;72;2028
10290;72;72;3384
10290;72;72;3484
10290;72;72;3523
10290;72;72;4057
10290;72;72;4204
10291;72;72;140
10291;72;72;440
10291;72;72;2032
10291;72;72;2463
10291;72;72;2610
10291;72;72;3378
10291;72;72;3474
10291;72;72;4032
10291;72;72;4085
10291;72;72;4144
10291;72;72;4146
10291;72;72;4935
10291;72;72;5072
10291;72;72;5076
10292;72;72;140
10292;72;72;146
10292;72;72;281
10292;72;72;678
10292;72;72;1809
10292;72;72;3333
10292;72;72;3480
10292;72;72;3608
10292;72;72;4772
10292;72;72;4853
10293;72;72;146
10293;72;72;1218
10293;72;72;1531
10293;72;72;2334
10293;72;72;2605
10293;72;72;3485
10293;72;72;4928
10293;72;72;5073
10294;72;72;142
10294;72;72;146
10294;72;72;283
10294;72;72;291
10294;72;72;424
10294;72;72;436
10294;72;72;2644
10294;72;72;3844
10294;72;72;3880
10294;72;72;5064
10295;72;72;142
10295;72;72;144
10295;72;72;146
10295;72;72;289
10295;72;72;291
10295;72;72;434
10295;72;72;436
10295;72;72;579
10295;72;72;581
10295;72;72;724
10295;72;72;726
10295;72;72;869
10295;72;72;871
10295;72;72;1014
10295;72;72;1016
10295;72;72;1159
10295;72;72;1161
10295;72;72;1304
10295;72;72;1306
10295;72;72;1449
10295;72;72;1451
10295;72;72;1509
10295;72;72;1594
10295;72;72;1596
10295;72;72;1739
10295;72;72;1741
10295;72;72;1884
