 Nmin= 10000; Nmax= 20000;
13041;81;81;5475
13041;81;81;5563
13041;81;81;5634
13041;81;81;5636
13041;81;81;5956
13041;81;81;5958
13041;81;81;6117
13041;81;81;6119
13041;81;81;6439
13041;81;81;6441
13042;81;81;160
13042;81;81;162
13042;81;81;1380
13042;81;81;1980
13042;81;81;2149
13042;81;81;2203
13042;81;81;3341
13042;81;81;3615
13042;81;81;3633
13042;81;81;3796
13042;81;81;4289
13042;81;81;4397
13042;81;81;5188
13042;81;81;5972
13042;81;81;6359
13043;81;81;141
13043;81;81;162
13043;81;81;185
13043;81;81;835
13043;81;81;1687
13043;81;81;3301
13043;81;81;4401
13043;81;81;4502
13043;81;81;4789
13043;81;81;5250
13043;81;81;6440
13043;81;81;6442
13044;81;81;942
13044;81;81;2044
13044;81;81;2808
13044;81;81;2844
13044;81;81;4294
13045;81;81;2830
13045;81;81;3220
13045;81;81;3222
13045;81;81;3658
13045;81;81;3773
13045;81;81;3962
13045;81;81;4290
13045;81;81;4398
13045;81;81;5253
13045;81;81;5283
13045;81;81;5567
13046;81;81;2121
13046;81;81;2313
13046;81;81;2576
13046;81;81;2578
13046;81;81;4402
13046;81;81;4933
13046;81;81;5186
13046;81;81;6131
13047;81;81;785
13047;81;81;1155
13047;81;81;1431
13047;81;81;1795
13047;81;81;2455
13047;81;81;3750
13047;81;81;4302
13047;81;81;5190
13047;81;81;6101
13048;81;81;2150
13048;81;81;2204
13048;81;81;2974
13048;81;81;3704
13048;81;81;3706
13048;81;81;4956
13048;81;81;5252
13048;81;81;5344
13048;81;81;5700
13048;81;81;5918
13049;81;81;990
13049;81;81;1170
13049;81;81;1414
13049;81;81;1467
13049;81;81;1610
13049;81;81;1612
13049;81;81;1649
13049;81;81;1818
13049;81;81;2202
13049;81;81;2388
13049;81;81;2920
13049;81;81;3572
13049;81;81;4403
13049;81;81;5030
13049;81;81;5067
13049;81;81;6191
13050;81;81;180
13050;81;81;827
13050;81;81;1018
13050;81;81;1115
13050;81;81;1708
13050;81;81;3460
13050;81;81;4087
13050;81;81;5255
13051;81;81;180
13051;81;81;628
13051;81;81;1143
13051;81;81;1288
13051;81;81;1290
13051;81;81;2477
13051;81;81;3025
13051;81;81;3978
13051;81;81;4732
13051;81;81;6453
13052;81;81;1488
13052;81;81;1614
13052;81;81;1888
13052;81;81;3544
13052;81;81;3546
13052;81;81;5570
13053;81;81;1486
13053;81;81;1752
13053;81;81;2989
13053;81;81;3750
13053;81;81;4411
13053;81;81;4717
13053;81;81;5057
13053;81;81;5121
13053;81;81;6036
13053;81;81;6454
13054;81;81;662
13054;81;81;795
13054;81;81;1100
13054;81;81;1731
13054;81;81;2775
13054;81;81;3220
13054;81;81;3226
13054;81;81;3469
13054;81;81;3752
13054;81;81;4028
13054;81;81;4030
13054;81;81;4562
13054;81;81;5454
13055;81;81;1840
13055;81;81;4618
13055;81;81;4673
13055;81;81;4675
13055;81;81;4875
13055;81;81;5185
13055;81;81;5257
13055;81;81;6223
13056;81;81;1432
13056;81;81;4412
13056;81;81;4720
13057;81;81;805
13057;81;81;807
13057;81;81;1158
13057;81;81;1817
13057;81;81;2071
13057;81;81;2988
13057;81;81;3100
13057;81;81;4133
13057;81;81;5385
13057;81;81;5505
13057;81;81;5860
13057;81;81;5918
13057;81;81;6211
13057;81;81;6299
13057;81;81;6374
13058;81;81;943
13058;81;81;1468
13058;81;81;2811
13058;81;81;2922
13058;81;81;3062
13058;81;81;3064
13058;81;81;3221
13058;81;81;3227
13058;81;81;5061
13058;81;81;5822
13058;81;81;5893
13058;81;81;6280
13059;81;81;858
13059;81;81;1417
13059;81;81;2361
13059;81;81;2774
13059;81;81;3429
13059;81;81;5426
13059;81;81;5923
13059;81;81;5952
13059;81;81;6210
13060;81;81;2390
13060;81;81;2740
13060;81;81;2742
13060;81;81;3620
13060;81;81;3638
13060;81;81;3752
13061;81;81;151
13061;81;81;173
13061;81;81;644
13061;81;81;646
13061;81;81;1985
13061;81;81;3103
13061;81;81;3461
13061;81;81;3754
13061;81;81;3935
13061;81;81;3983
13062;81;81;151
13062;81;81;173
13062;81;81;991
13062;81;81;1795
13062;81;81;1841
13062;81;81;2707
13062;81;81;3222
13062;81;81;3228
13062;81;81;3776
13062;81;81;4736
13062;81;81;5035
13062;81;81;5292
13063;81;81;151
13063;81;81;173
13063;81;81;495
13063;81;81;923
13063;81;81;1019
13063;81;81;1142
13063;81;81;1773
13063;81;81;1775
13063;81;81;2070
13063;81;81;2316
13063;81;81;2458
13063;81;81;3428
13063;81;81;3665
13063;81;81;3853
13063;81;81;4304
13063;81;81;4412
13063;81;81;5753
13063;81;81;6139
13064;81;81;462
13064;81;81;1128
13064;81;81;1130
13064;81;81;1324
13064;81;81;2360
13064;81;81;3028
13064;81;81;3934
13064;81;81;4582
13065;81;81;477
13065;81;81;788
13065;81;81;2675
13065;81;81;6118
13066;81;81;479
13066;81;81;491
13066;81;81;828
13066;81;81;1101
13066;81;81;2096
13066;81;81;2098
13066;81;81;4092
13066;81;81;4305
13066;81;81;4413
13066;81;81;5459
13066;81;81;6042
13066;81;81;6462
13067;81;81;146
13067;81;81;489
13067;81;81;1103
13067;81;81;1469
13067;81;81;2710
13067;81;81;3707
13067;81;81;4467
13067;81;81;4516
13067;81;81;4518
13067;81;81;5580
13067;81;81;6377
13068;81;81;146
13068;81;81;1754
13068;81;81;2888
13068;81;81;3144
13068;81;81;4252
13068;81;81;6200
13069;81;81;1733
13069;81;81;1798
13069;81;81;1842
13069;81;81;2046
13069;81;81;2644
13069;81;81;3473
13069;81;81;4194
13069;81;81;4196
13069;81;81;4306
13069;81;81;4414
13069;81;81;4621
13069;81;81;4631
13069;81;81;5193
13069;81;81;5392
13069;81;81;5789
13069;81;81;5825
13069;81;81;5896
13070;81;81;2258
13070;81;81;2260
13070;81;81;2363
13070;81;81;3665
13070;81;81;4308
13070;81;81;4658
13070;81;81;5040
13070;81;81;5957
13071;81;81;314
13071;81;81;798
13071;81;81;1893
13071;81;81;2000
13071;81;81;2123
13071;81;81;3384
13071;81;81;5064
13071;81;81;5431
13072;81;81;332
13072;81;81;944
13072;81;81;2814
13072;81;81;3222
13072;81;81;4624
13072;81;81;5486
13072;81;81;5488
13072;81;81;6450
13072;81;81;6460
13073;81;81;678
13073;81;81;946
13073;81;81;1115
13073;81;81;1261
13073;81;81;1369
13073;81;81;1711
13073;81;81;2777
13073;81;81;3313
13073;81;81;3805
13073;81;81;4309
13073;81;81;4740
13073;81;81;4800
13073;81;81;6132
13073;81;81;6134
13074;81;81;316
13074;81;81;1145
13074;81;81;1325
13074;81;81;1656
13074;81;81;2645
13074;81;81;3937
13074;81;81;3985
13074;81;81;4824
13074;81;81;4884
13074;81;81;5195
13074;81;81;5392
13074;81;81;6451
13074;81;81;6461
13075;81;81;992
13075;81;81;1753
13075;81;81;4942
13075;81;81;5003
13075;81;81;5005
13075;81;81;5040
13076;81;81;1732
13076;81;81;2074
13076;81;81;5972
13076;81;81;5974
13076;81;81;6452
13076;81;81;6462
13077;81;81;330
13077;81;81;924
13077;81;81;2124
13077;81;81;2890
13077;81;81;3314
13077;81;81;3348
13077;81;81;3905
13077;81;81;4253
13077;81;81;4967
13077;81;81;5260
13077;81;81;5671
13077;81;81;6374
13078;81;81;1102
13078;81;81;1894
13078;81;81;3105
13078;81;81;3434
13078;81;81;3972
13078;81;81;5464
13078;81;81;5538
13078;81;81;5650
13078;81;81;5652
13078;81;81;5793
13078;81;81;5829
13078;81;81;6221
13079;81;81;1078
13079;81;81;1890
13079;81;81;2646
13079;81;81;4098
13079;81;81;5166
13079;81;81;5168
13079;81;81;5197
13079;81;81;5630
13079;81;81;6048
13079;81;81;6375
13080;81;81;2680
13080;81;81;3858
13080;81;81;6220
13081;81;81;153
13081;81;81;171
13081;81;81;322
13081;81;81;324
13081;81;81;2365
13081;81;81;3008
13081;81;81;3030
13081;81;81;3153
13081;81;81;3351
13081;81;81;5132
13081;81;81;5962
13081;81;81;6023
13081;81;81;6051
13081;81;81;6378
13082;81;81;153
13082;81;81;171
13082;81;81;322
13082;81;81;324
13082;81;81;1657
13082;81;81;2073
13082;81;81;2204
13082;81;81;3108
13082;81;81;3433
13082;81;81;4470
13082;81;81;4887
13082;81;81;5098
13082;81;81;5262
13082;81;81;6146
13083;81;81;153
13083;81;81;171
13083;81;81;178
13083;81;81;2127
13083;81;81;2982
13083;81;81;3784
13083;81;81;4947
13083;81;81;5799
13083;81;81;6379
13084;81;81;178
13084;81;81;1326
13084;81;81;2002
13084;81;81;2152
13084;81;81;2206
13084;81;81;3940
13084;81;81;3990
13084;81;81;5168
13084;81;81;5170
13085;81;81;143
13085;81;81;183
13085;81;81;472
13085;81;81;1118
13085;81;81;3625
13085;81;81;4195
13085;81;81;5653
13085;81;81;5655
13085;81;81;6293
13086;81;81;778
13086;81;81;1144
13086;81;81;1418
13086;81;81;1891
13086;81;81;2888
13086;81;81;4627
13086;81;81;5399
13086;81;81;5633
13087;81;81;797
13087;81;81;2393
13087;81;81;2782
13087;81;81;3894
13087;81;81;3908
13087;81;81;4743
13087;81;81;4772
13087;81;81;5300
13087;81;81;5797
13087;81;81;5833
13087;81;81;5977
13087;81;81;5979
13088;81;81;2484
13088;81;81;3672
13088;81;81;5008
13088;81;81;5010
13088;81;81;5520
13088;81;81;5630
13089;81;81;496
13089;81;81;2128
13089;81;81;2652
13089;81;81;3309
13089;81;81;4302
13089;81;81;4730
13089;81;81;5073
13089;81;81;5205
13089;81;81;5907
13089;81;81;6307
13090;81;81;1658
13090;81;81;1755
13090;81;81;2153
13090;81;81;2207
13090;81;81;4890
13090;81;81;6140
13090;81;81;6142
13091;81;81;762
13091;81;81;1079
13091;81;81;1529
13091;81;81;1799
13091;81;81;2713
13091;81;81;4573
13091;81;81;5399
13091;81;81;5494
13091;81;81;5496
13092;81;81;478
13092;81;81;1824
13092;81;81;2996
13092;81;81;6006
13093;81;81;480
13093;81;81;492
13093;81;81;664
13093;81;81;1438
13093;81;81;1474
13093;81;81;1892
13093;81;81;2262
13093;81;81;2264
13093;81;81;2523
13093;81;81;2583
13093;81;81;3150
13093;81;81;3310
13093;81;81;4831
13093;81;81;5636
13094;81;81;490
13094;81;81;632
13094;81;81;2653
13094;81;81;3033
13094;81;81;3312
13094;81;81;3316
13094;81;81;4202
13094;81;81;4204
13094;81;81;5207
13094;81;81;6057
13095;81;81;2890
13095;81;81;3470
13095;81;81;3672
13095;81;81;4933
13095;81;81;5633
13096;81;81;2154
13096;81;81;2208
13096;81;81;2716
13096;81;81;4526
13096;81;81;4528
13096;81;81;4888
13097;81;81;155
13097;81;81;169
13097;81;81;1147
13097;81;81;1491
13097;81;81;1577
13097;81;81;2101
13097;81;81;2103
13097;81;81;2648
13097;81;81;2656
13097;81;81;3439
13097;81;81;3812
13097;81;81;3992
13097;81;81;5366
13098;81;81;148
13098;81;81;155
13098;81;81;169
13098;81;81;790
13098;81;81;1802
13098;81;81;2395
13098;81;81;2584
13098;81;81;3313
13098;81;81;3317
13098;81;81;4146
13098;81;81;4747
13098;81;81;4776
13099;81;81;148
13099;81;81;155
13099;81;81;169
13099;81;81;1131
13099;81;81;1133
13099;81;81;2654
13099;81;81;2856
13099;81;81;3110
13099;81;81;3767
13099;81;81;4310
13099;81;81;4418
13099;81;81;5209
13099;81;81;5592
13099;81;81;5701
13099;81;81;6231
13099;81;81;6461
13100;81;81;1778
13100;81;81;1780
13100;81;81;2840
13100;81;81;4082
13100;81;81;5910
13101;81;81;2051
13101;81;81;2076
13101;81;81;2785
13101;81;81;3438
13101;81;81;3979
13101;81;81;5999
13101;81;81;6462
13102;81;81;646
13102;81;81;648
13102;81;81;1162
13102;81;81;1439
13102;81;81;1475
13102;81;81;3314
13102;81;81;3318
13102;81;81;4311
13102;81;81;4419
13102;81;81;5076
13103;81;81;779
13103;81;81;1204
13103;81;81;1208
13103;81;81;2749
13103;81;81;2751
13103;81;81;2928
13103;81;81;3113
13103;81;81;3650
13103;81;81;4633
13103;81;81;4936
13103;81;81;5406
13103;81;81;5998
13104;81;81;800
13104;81;81;1264
13104;81;81;6468
13104;81;81;6474
13105;81;81;1175
13105;81;81;1757
13105;81;81;2843
13105;81;81;2987
13105;81;81;3073
13105;81;81;3075
13105;81;81;4312
13105;81;81;4420
13105;81;81;5273
13106;81;81;808
13106;81;81;810
13106;81;81;1580
13106;81;81;2784
13106;81;81;3769
13106;81;81;4164
13106;81;81;5595
13106;81;81;6462
13106;81;81;6469
13106;81;81;6475
13107;81;81;1992
13107;81;81;3036
13107;81;81;5080
13107;81;81;5684
13107;81;81;6063
13108;81;81;1118
13108;81;81;2324
13108;81;81;2592
13108;81;81;4692
13108;81;81;4694
13108;81;81;6470
13108;81;81;6476
13109;81;81;157
13109;81;81;167
13109;81;81;1146
13109;81;81;2397
13109;81;81;2488
13109;81;81;2528
13109;81;81;3505
13109;81;81;3725
13109;81;81;4045
13109;81;81;4047
13109;81;81;4751
13109;81;81;5369
13109;81;81;5592
13109;81;81;6130
13110;81;81;157
13110;81;81;167
13110;81;81;2028
13110;81;81;3160
13110;81;81;5275
13111;81;81;157
13111;81;81;167
13111;81;81;1440
13111;81;81;1476
13111;81;81;3560
13111;81;81;3562
13111;81;81;4318
13111;81;81;4426
13111;81;81;4935
13112;81;81;176
13112;81;81;1294
13112;81;81;1296
13112;81;81;2930
13112;81;81;3242
13112;81;81;4956
13112;81;81;6140
13112;81;81;6320
13113;81;81;176
13113;81;81;473
13113;81;81;618
13113;81;81;631
13113;81;81;665
13113;81;81;831
13113;81;81;1802
13113;81;81;2215
13113;81;81;2593
13113;81;81;3771
13113;81;81;5598
13113;81;81;6482
13114;81;81;1618
13114;81;81;1620
13114;81;81;2130
13114;81;81;3920
13114;81;81;4319
13114;81;81;4427
13115;81;81;475
13115;81;81;3723
13115;81;81;3725
13115;81;81;4313
13115;81;81;5277
13115;81;81;6483
13116;81;81;1176
13116;81;81;3358
13116;81;81;6320
13117;81;81;159
13117;81;81;165
13117;81;81;2590
13117;81;81;2592
13117;81;81;2966
13117;81;81;4152
13117;81;81;4320
13117;81;81;4428
13117;81;81;4584
13117;81;81;4648
13118;81;81;159
13118;81;81;165
13118;81;81;3160
13118;81;81;3238
13118;81;81;3240
13118;81;81;3486
13118;81;81;4314
13118;81;81;6394
13119;81;81;159
13119;81;81;165
13119;81;81;493
13119;81;81;1853
13119;81;81;2216
13119;81;81;2528
13119;81;81;4938
13120;81;81;6478
13120;81;81;6480
13121;81;81;161
13121;81;81;163
13121;81;81;491
13121;81;81;3655
13121;81;81;5532
13121;81;81;5692
13122;81;81;161
13122;81;81;163
13122;81;81;323
13122;81;81;325
13122;81;81;647
13122;81;81;649
13122;81;81;809
13122;81;81;811
13122;81;81;1133
13122;81;81;1135
13122;81;81;1295
13122;81;81;1297
13122;81;81;1580
13122;81;81;1619
13122;81;81;1621
13122;81;81;1781
13122;81;81;1783
13122;81;81;2105
13122;81;81;2107
13122;81;81;2267
13122;81;81;2269
13122;81;81;2591
13122;81;81;2593
13122;81;81;2753
13122;81;81;2755
13122;81;81;3077
13122;81;81;3079
13122;81;81;3239
13122;81;81;3241
13122;81;81;3563
13122;81;81;3565
13122;81;81;3592
13122;81;81;3725
13122;81;81;3727
13122;81;81;4049
13122;81;81;4051
13122;81;81;4211
13122;81;81;4213
13122;81;81;4535
13122;81;81;4537
13122;81;81;4697
13122;81;81;4699
13122;81;81;4818
13122;81;81;5021
13122;81;81;5023
13122;81;81;5183
13122;81;81;5185
13122;81;81;5284
13122;81;81;5507
13122;81;81;5509
13122;81;81;5669
13122;81;81;5671
13122;81;81;5993
13122;81;81;5995
13122;81;81;6155
13122;81;81;6157
13122;81;81;6398
13122;81;81;6479
13122;81;81;6481
13123;81;81;145
13123;81;81;161
13123;81;81;163
13123;81;81;181
13123;81;81;2030
13123;81;81;2825
13123;81;81;4320
13123;81;81;4428
13124;81;81;1264
13124;81;81;3362
13124;81;81;6482
13125;81;81;150
13125;81;81;2327
13125;81;81;2937
13125;81;81;3638
13125;81;81;5283
13125;81;81;6010
13126;81;81;150
13126;81;81;1854
13126;81;81;2134
13126;81;81;3242
13127;81;81;1024
13127;81;81;1389
13127;81;81;1806
13127;81;81;2057
13127;81;81;2163
13127;81;81;2594
13127;81;81;4424
13127;81;81;4436
13127;81;81;4531
13127;81;81;4986
13127;81;81;5038
13127;81;81;5286
13127;81;81;5602
13127;81;81;6228
13128;81;81;996
13128;81;81;2848
13128;81;81;4426
13128;81;81;4964
13129;81;81;832
13129;81;81;1440
13129;81;81;3729
13129;81;81;6170
13130;81;81;790
13130;81;81;1622
13131;81;81;1150
13131;81;81;2403
13131;81;81;3239
13131;81;81;4427
13131;81;81;5378
13132;81;81;1122
13132;81;81;1298
13132;81;81;5152
13133;81;81;1851
13133;81;81;2164
13133;81;81;3044
13133;81;81;3482
13133;81;81;3490
13133;81;81;3568
13133;81;81;3595
13133;81;81;4113
13133;81;81;5088
13133;81;81;5487
13134;81;81;632
13134;81;81;2792
13134;81;81;5100
13135;81;81;1763
13135;81;81;3240
13135;81;81;4053
13135;81;81;5225
13136;81;81;800
13136;81;81;1660
13136;81;81;3008
13136;81;81;4702
13136;81;81;5458
13137;81;81;174
13137;81;81;1742
13137;81;81;2828
13137;81;81;3119
13137;81;81;4591
13137;81;81;4647
13137;81;81;6318
13138;81;81;174
13138;81;81;812
13138;81;81;5092
13138;81;81;5988
13139;81;81;2084
13139;81;81;2791
13139;81;81;3083
13139;81;81;4750
13140;81;81;1852
13140;81;81;4438
13140;81;81;5540
13140;81;81;5930
13141;81;81;949
13141;81;81;997
13141;81;81;2759
13141;81;81;3876
13141;81;81;6249
13142;81;81;498
13142;81;81;650
13142;81;81;1426
13142;81;81;1806
13142;81;81;6498
13143;81;81;1332
13143;81;81;3248
13143;81;81;3449
13143;81;81;3643
13143;81;81;4008
13143;81;81;4439
13144;81;81;1786
13144;81;81;2724
13145;81;81;1137
13145;81;81;3688
13145;81;81;3800
13145;81;81;5067
13145;81;81;5492
13145;81;81;5962
13146;81;81;494
13146;81;81;6178
13147;81;81;480
13147;81;81;1904
13147;81;81;2109
13147;81;81;3163
13147;81;81;3249
13147;81;81;3777
13147;81;81;5224
13147;81;81;5790
13148;81;81;152
13148;81;81;482
13148;81;81;2474
13148;81;81;2692
13148;81;81;3332
13148;81;81;4546
13148;81;81;5824
13149;81;81;152
13149;81;81;1108
13149;81;81;2727
13149;81;81;4118
13149;81;81;5425
13149;81;81;5993
13149;81;81;6488
13150;81;81;4222
13151;81;81;2136
13151;81;81;2272
13151;81;81;4279
13151;81;81;4333
13151;81;81;5933
13151;81;81;6489
13152;81;81;1744
13152;81;81;3688
13152;81;81;3828
13152;81;81;5226
13153;81;81;803
13153;81;81;1333
13153;81;81;1666
13153;81;81;2378
13153;81;81;5520
13154;81;81;316
13154;81;81;1152
13154;81;81;3928
13154;81;81;4334
13154;81;81;6170
13155;81;81;950
13155;81;81;1122
13156;81;81;4010
13156;81;81;5034
13157;81;81;147
13157;81;81;179
13157;81;81;318
13157;81;81;1722
13157;81;81;3962
13157;81;81;3996
13157;81;81;4973
13157;81;81;5828
13157;81;81;6011
13157;81;81;6413
13158;81;81;172
13158;81;81;2662
13158;81;81;3124
13158;81;81;5072
13158;81;81;5664
13159;81;81;172
13159;81;81;3369
13159;81;81;5687
13159;81;81;6503
13160;81;81;4280
13160;81;81;5198
13160;81;81;6260
13161;81;81;1109
13161;81;81;1667
13161;81;81;4338
13161;81;81;5866
13161;81;81;6088
13161;81;81;6504
13162;81;81;326
13162;81;81;930
13162;81;81;3000
13162;81;81;3454
13163;81;81;324
13163;81;81;2165
13163;81;81;2663
13163;81;81;2697
13163;81;81;2905
13163;81;81;2909
13163;81;81;3372
13163;81;81;6418
13164;81;81;2086
13164;81;81;2380
13165;81;81;4918
13165;81;81;4978
13165;81;81;5202
13165;81;81;5667
13166;81;81;3808
13166;81;81;5432
13166;81;81;5688
13167;81;81;154
13167;81;81;1125
13167;81;81;2499
13167;81;81;3965
13167;81;81;4772
13168;81;81;154
13168;81;81;2668
13168;81;81;4656
13168;81;81;6014
13169;81;81;802
13169;81;81;1427
13169;81;81;1903
13169;81;81;2015
13169;81;81;2141
13169;81;81;2166
13169;81;81;2598
13169;81;81;5041
13169;81;81;5297
13170;81;81;5870
13171;81;81;5944
13171;81;81;6180
13172;81;81;668
13172;81;81;1766
13172;81;81;4760
13172;81;81;4962
13172;81;81;5530
13173;81;81;1483
13173;81;81;2221
13173;81;81;2669
13173;81;81;2730
13173;81;81;3336
13173;81;81;4921
13174;81;81;2278
13174;81;81;6094
13174;81;81;6498
13175;81;81;170
13175;81;81;483
13175;81;81;3015
13175;81;81;4228
13176;81;81;170
13176;81;81;1086
13176;81;81;1904
13176;81;81;3052
13177;81;81;3337
13177;81;81;3695
13177;81;81;4171
13177;81;81;4554
13177;81;81;4862
13177;81;81;5240
13178;81;81;2116
13178;81;81;3492
13178;81;81;4336
13178;81;81;4776
13179;81;81;2222
13179;81;81;3790
13179;81;81;4017
13180;81;81;1138
13180;81;81;2410
13180;81;81;3332
13181;81;81;795
13181;81;81;1789
13181;81;81;2802
13181;81;81;3334
13181;81;81;4337
13181;81;81;5670
13181;81;81;6270
13182;81;81;156
13182;81;81;1484
13182;81;81;3672
13182;81;81;5242
13183;81;81;156
13183;81;81;650
13183;81;81;1182
13183;81;81;2089
13183;81;81;4807
13183;81;81;6507
13184;81;81;1448
13184;81;81;2064
13184;81;81;2766
13185;81;81;3335
13185;81;81;4447
13185;81;81;4662
13185;81;81;6508
13186;81;81;3092
13186;81;81;3792
13187;81;81;149
13187;81;81;177
13187;81;81;784
13187;81;81;813
13187;81;81;1272
13187;81;81;1768
13187;81;81;2338
13187;81;81;5111
13188;81;81;168
13188;81;81;4448
13188;81;81;5630
13189;81;81;168
13189;81;81;3055
13189;81;81;4723
13189;81;81;6516
13190;81;81;2228
13190;81;81;4072
13190;81;81;5720
13191;81;81;2412
13191;81;81;4338
13191;81;81;4453
13191;81;81;6517
13192;81;81;836
13192;81;81;3582
13192;81;81;5308
13193;81;81;158
13193;81;81;1302
13193;81;81;1449
13193;81;81;1813
13193;81;81;3180
13194;81;81;158
13194;81;81;4454
13195;81;81;1628
13195;81;81;5633
13196;81;81;476
13196;81;81;3746
13196;81;81;4346
13197;81;81;166
13197;81;81;2949
13197;81;81;3507
13197;81;81;5310
13198;81;81;166
13198;81;81;2606
13199;81;81;496
13199;81;81;2610
13199;81;81;3258
13199;81;81;4347
13199;81;81;5315
13199;81;81;6360
13200;81;81;160
13201;81;81;160
13201;81;81;6518
13202;81;81;164
13202;81;81;2544
13202;81;81;2842
13202;81;81;6526
13203;81;81;162
13203;81;81;164
13203;81;81;325
13203;81;81;327
13203;81;81;651
13203;81;81;653
13203;81;81;814
13203;81;81;816
13203;81;81;1140
13203;81;81;1142
13203;81;81;1303
13203;81;81;1305
13203;81;81;1629
13203;81;81;1631
13203;81;81;1792
13203;81;81;1794
13203;81;81;2118
13203;81;81;2120
13203;81;81;2281
13203;81;81;2283
13203;81;81;2607
13203;81;81;2609
13203;81;81;2770
13203;81;81;2772
13203;81;81;3096
13203;81;81;3098
13203;81;81;3259
13203;81;81;3261
13203;81;81;3585
13203;81;81;3587
13203;81;81;3748
13203;81;81;3750
13203;81;81;4074
13203;81;81;4076
13203;81;81;4237
13203;81;81;4239
13203;81;81;4563
13203;81;81;4565
13203;81;81;4726
13203;81;81;4728
13203;81;81;5052
13203;81;81;5054
13203;81;81;5215
13203;81;81;5217
13203;81;81;5541
13203;81;81;5543
13203;81;81;5704
13203;81;81;5706
13203;81;81;6030
13203;81;81;6032
13203;81;81;6193
13203;81;81;6195
13203;81;81;6519
13203;81;81;6521
13204;81;81;162
13204;81;81;4970
13205;81;81;1590
13205;81;81;4347
13205;81;81;6522
13206;81;82;162
13206;81;82;190
13206;81;82;1074
13206;81;82;1242
13206;81;82;1431
13206;81;82;2126
13206;81;82;2147
13206;81;82;2176
13206;81;82;2951
13206;81;82;3010
13206;81;82;3383
13206;81;82;3615
13206;81;82;4240
13206;81;82;4456
13206;81;82;4564
13206;81;82;5016
13206;81;82;5816
13206;81;82;5888
13206;81;82;6019
13206;81;82;6184
13206;81;82;6528
13207;81;81;1002
13207;81;81;2043
13207;81;81;3262
13207;81;81;5316
13208;81;81;2610
13208;81;81;3258
13208;81;81;6048
13209;81;81;5637
13210;81;81;3752
13211;81;81;1157
13211;81;81;1449
13211;81;81;1632
13211;81;81;1862
13211;81;81;1866
13211;81;81;2866
13212;81;81;5520
13213;81;81;151
13213;81;81;175
13213;81;81;1306
13213;81;81;2418
13214;81;81;3590
13214;81;81;5412
13215;81;81;3063
13216;81;81;4078
13217;81;81;636
13217;81;81;1774
13217;81;81;3138
13217;81;81;3618
13217;81;81;4456
13217;81;81;4464
13217;81;81;4731
13217;81;81;6024
13218;81;81;2178
13219;81;81;817
13219;81;81;4676
13220;81;81;3102
13220;81;81;4620
13221;81;81;2097
13222;81;81;1340
13222;81;81;2776
13223;81;81;654
13223;81;81;3470
13223;81;81;5575
13223;81;81;6288
13224;81;82;477
13224;81;82;652
13224;81;82;838
13224;81;82;955
13224;81;82;1454
13224;81;82;1485
13224;81;82;1675
13224;81;82;2179
13224;81;82;2420
13224;81;82;3268
13224;81;82;3756
13224;81;82;4976
13224;81;82;5060
13224;81;82;5525
13224;81;82;5896
13224;81;82;6274
13224;81;82;6362
13224;81;82;6374
13224;81;82;6525
13225;81;81;1797
13225;81;81;4033
13225;81;81;5255
13226;81;81;1144
13226;81;81;3666
13226;81;81;6526
13227;81;81;3711
13227;81;81;5859
13228;81;81;2122
13229;81;81;483
13229;81;81;4574
13229;81;81;5458
13229;81;81;6217
13230;81;82;140
13230;81;82;180
13230;81;82;336
13230;81;82;466
13230;81;82;485
13230;81;82;796
13230;81;82;1593
13230;81;82;1636
13230;81;82;1916
13230;81;82;2176
13230;81;82;2180
13230;81;82;2390
13230;81;82;2434
13230;81;82;2848
13230;81;82;3984
13230;81;82;4056
13230;81;82;4826
13230;81;82;4938
13230;81;82;5257
13230;81;82;5695
13230;81;82;5758
13230;81;82;6528
13231;81;81;2744
13231;81;81;4248
13232;81;81;1676
13232;81;81;2286
13232;81;81;3270
13232;81;81;4144
13233;81;81;5970
13234;81;81;5554
13235;81;81;153
13235;81;81;173
13235;81;81;808
13235;81;81;1755
13235;81;81;6208
13236;81;82;153
13236;81;82;173
13236;81;82;334
13236;81;82;816
13236;81;82;1488
13236;81;82;1821
13236;81;82;2177
13236;81;82;2393
13236;81;82;2710
13236;81;82;3271
13236;81;82;3596
13236;81;82;3904
13236;81;82;4020
13236;81;82;4361
13236;81;82;4682
13236;81;82;4797
13236;81;82;5104
13236;81;82;5130
13236;81;82;5158
13236;81;82;5228
13236;81;82;5421
13236;81;82;5530
13236;81;82;5566
13236;81;82;5863
13237;81;81;1129
13237;81;81;5065
13237;81;81;5698
13238;81;81;956
13238;81;81;6048
13239;81;81;4362
13239;81;81;5004
13240;81;81;5722
13241;81;81;3390
13241;81;81;5104
13241;81;81;5230
13241;81;81;6125
13242;81;81;2178
13243;81;81;328
13244;81;81;326
13244;81;81;1116
13245;81;81;3393
13246;81;81;5234
13246;81;81;6546
13247;81;81;2395
13247;81;81;2680
13247;81;81;2684
13247;81;81;4801
13247;81;81;5009
13247;81;81;5723
13248;81;82;148
13248;81;82;502
13248;81;82;1570
13248;81;82;1678
13248;81;82;2074
13248;81;82;2179
13248;81;82;3355
13248;81;82;3806
13248;81;82;4040
13248;81;82;4149
13248;81;82;4949
13248;81;82;5610
13248;81;82;6195
13248;81;82;6224
13248;81;82;6315
13248;81;82;6532
13248;81;82;6547
