N, s, D, AD
2969,1173,39,25.684636118598384
2971,837,39,25.693602693602692
2971,859,39,25.693602693602692
2972,382,39,25.698081454055874
2973,1329,39,25.702557200538358
2974,306,39,25.70702993609149
2975,533,39,25.711499663752523
2975,547,39,25.711499663752523
2977,234,39,25.72043010752688
2978,1070,39,25.724890829694324
2979,393,39,25.729348556077905
2980,1298,39,25.733803289694528
2981,705,39,25.738255033557046
2981,1222,39,25.738255033557046
2983,152,39,25.74714956405097
2984,154,39,25.751592356687897
2985,708,39,25.75603217158177
2986,1226,39,25.76046901172529
2987,392,39,25.764902880107165
2987,1303,39,25.764902880107165
2989,237,39,25.77376171352075
2989,1072,39,25.77376171352075
2991,552,39,25.782608695652176
2992,538,39,25.787027749916415
2993,306,39,25.79144385026738
2993,1340,39,25.79144385026738
2995,383,39,25.800267201068806
2995,868,39,25.800267201068806
2996,846,39,25.804674457429048
2997,1182,39,25.809078771695596
2998,614,39,25.81348014681348
2999,768,39,25.817878585723815
2999,1027,39,25.817878585723815
3001,80,39,25.826666666666668
3001,1463,39,25.826666666666668
3002,76,39,25.831056314561813
3003,76,39,25.835443037974684
3003,78,39,25.835443037974684
3003,153,39,25.835443037974684
3003,155,39,25.835443037974684
3003,307,39,25.835443037974684
3003,309,39,25.835443037974684
3003,384,39,25.835443037974684
3003,386,39,25.835443037974684
3003,538,39,25.835443037974684
3003,540,39,25.835443037974684
3003,615,39,25.835443037974684
3003,617,39,25.835443037974684
3003,769,39,25.835443037974684
3003,771,39,25.835443037974684
3003,846,39,25.835443037974684
3003,848,39,25.835443037974684
3003,1077,39,25.835443037974684
3003,1079,39,25.835443037974684
3003,1231,39,25.835443037974684
3003,1233,39,25.835443037974684
3003,1308,39,25.835443037974684
3003,1310,39,25.835443037974684
3003,1462,39,25.835443037974684
3003,1464,39,25.835443037974684
3004,78,39,25.83982683982684
3005,1027,39,25.844207723035954
3005,1463,39,25.844207723035954
3006,976,39,25.848585690515808
3007,772,39,25.852960745176315
3007,1188,39,25.852960745176315
3008,618,39,25.857332889923512
3008,1028,39,25.857332889923512
3009,870,39,25.861702127659573
3010,848,39,25.86606846128282
3011,387,39,25.87043189368771
3011,1346,39,25.87043189368771
3012,1190,39,25.874792427764863
3013,310,39,25.879150066401063
3013,554,39,25.879150066401063
3014,540,39,25.883504812479256
3014,1280,39,25.883504812479256
3015,237,39,25.887856668878566
3016,872,39,25.892205638474294
3017,398,39,25.896551724137932
3017,1084,39,25.896551724137932
3018,680,39,25.900894928737156
3019,714,39,25.905235255135853
3019,1315,39,25.905235255135853
3020,1238,39,25.909572706194105
3020,1350,39,25.909572706194105
3022,154,39,25.91823899371069
3022,832,39,25.91823899371069
3023,156,39,25.922567835870286
3023,717,39,25.922567835870286
3024,556,39,25.92689381409196
3025,397,39,25.93121693121693
3025,1242,39,25.93121693121693
3026,226,39,25.935537190082645
3026,1320,39,25.935537190082645
3027,240,39,25.939854593522803
3028,238,39,25.94416914436736
3028,1086,39,25.94416914436736
3029,559,39,25.948480845442536
3031,545,39,25.957095709570957
3031,1357,39,25.957095709570957
3032,310,39,25.961398878258002
3032,400,39,25.961398878258002
3033,879,39,25.965699208443272
3034,388,39,25.969996702934388
3034,530,39,25.969996702934388
3035,857,39,25.97429136453527
3035,1197,39,25.97429136453527
3036,718,39,25.978583196046127
3037,622,39,25.982872200263504
3037,1040,39,25.982872200263504
3038,778,39,25.987158379980244
3038,1444,39,25.987158379980244
3039,81,39,25.991441737985518
3040,1482,39,25.995722277064825
3041,77,39,26.
3041,79,39,26.
3042,77,39,26.004274909569222
3042,79,39,26.004274909569222
3042,155,39,26.004274909569222
3042,157,39,26.004274909569222
3042,311,39,26.004274909569222
3042,313,39,26.004274909569222
3042,389,39,26.004274909569222
3042,391,39,26.004274909569222
3042,545,39,26.004274909569222
3042,547,39,26.004274909569222
3042,623,39,26.004274909569222
3042,625,39,26.004274909569222
3042,779,39,26.004274909569222
3042,781,39,26.004274909569222
3042,857,39,26.004274909569222
3042,859,39,26.004274909569222
3042,1091,39,26.004274909569222
3042,1093,39,26.004274909569222
3042,1247,39,26.004274909569222
3042,1249,39,26.004274909569222
3042,1325,39,26.004274909569222
3042,1327,39,26.004274909569222
3042,1444,39,26.004274909569222
3042,1481,39,26.004274909569222
3042,1483,39,26.004274909569222
3043,77,39,26.00854700854701
3043,79,39,26.00854700854701
3043,988,39,26.00854700854701
3043,1040,39,26.00854700854701
3044,722,39,26.01281629970424
3044,1484,39,26.01281629970424
3046,534,39,26.021346469622333
3046,780,39,26.021346469622333
3047,624,39,26.025607353906764
3047,1294,39,26.025607353906764
3048,400,39,26.029865441417787
3049,687,39,26.034120734908136
3049,861,39,26.034120734908136
3050,390,39,26.038373237126926
3051,840,39,26.042622950819673
3052,242,39,26.046869878728288
3052,312,39,26.046869878728288
3053,228,39,26.051114023591087
3053,549,39,26.051114023591087
3054,230,39,26.05535538814281
3056,564,39,26.06382978723404
3056,1096,39,26.06382978723404
3057,534,39,26.06806282722513
3058,840,39,26.07229309780831
3058,1334,39,26.07229309780831
3059,1256,39,26.07652060170046
3059,1454,39,26.07652060170046
3060,1370,39,26.080745341614907
3061,158,39,26.084967320261438
3061,1453,39,26.084967320261438
3062,156,39,26.089186540346294
3062,688,39,26.089186540346294
3063,537,39,26.093403004572174
3064,888,39,26.097616715638264
3064,1256,39,26.097616715638264
3065,1335,39,26.10182767624021
3066,1304,39,26.106035889070146
3067,231,39,26.1102413568167
3067,1102,39,26.1102413568167
3068,1210,39,26.114444082164983
3069,843,39,26.11864406779661
3070,550,39,26.122841316389703
3071,316,39,26.127035830618894
3071,690,39,26.127035830618894
3072,1052,39,26.131227613155325
3073,395,39,26.135416666666668
3073,1307,39,26.135416666666668
3074,866,39,26.139602993817117
3074,1000,39,26.139602993817117
3076,82,39,26.147967479674797
3076,632,39,26.147967479674797
3077,790,39,26.152145643693107
3077,1001,39,26.152145643693107
3078,76,39,26.1563210919727
3079,76,39,26.160493827160494
3079,1499,39,26.160493827160494
3080,80,39,26.164663851899967
3081,78,39,26.16883116883117
3081,80,39,26.16883116883117
3081,157,39,26.16883116883117
3081,159,39,26.16883116883117
3081,315,39,26.16883116883117
3081,317,39,26.16883116883117
3081,394,39,26.16883116883117
3081,396,39,26.16883116883117
3081,552,39,26.16883116883117
3081,554,39,26.16883116883117
3081,631,39,26.16883116883117
3081,633,39,26.16883116883117
3081,789,39,26.16883116883117
3081,791,39,26.16883116883117
3081,868,39,26.16883116883117
3081,870,39,26.16883116883117
3081,1105,39,26.16883116883117
3081,1107,39,26.16883116883117
3081,1263,39,26.16883116883117
3081,1265,39,26.16883116883117
3081,1342,39,26.16883116883117
3081,1344,39,26.16883116883117
3081,1500,39,26.16883116883117
3081,1502,39,26.16883116883117
3082,78,39,26.172995780590718
3083,1001,39,26.17715768981181
3083,1503,39,26.17715768981181
3085,790,39,26.185473411154344
3086,632,39,26.189627228525122
3087,1311,39,26.193778353856125
3088,872,39,26.197926789763525
3089,395,39,26.202072538860104
3089,696,39,26.202072538860104
3091,316,39,26.210355987055017
3091,851,39,26.210355987055017
3092,556,39,26.21449369136202
3093,231,39,26.21862871927555
3095,1110,39,26.22689075630252
3097,541,39,26.23514211886305
3097,1351,39,26.23514211886305
3098,1272,39,26.23926380368098
3099,1473,39,26.24338282763073
3100,160,39,26.247499193288157
3101,158,39,26.251612903225805
3101,1472,39,26.251612903225805
3103,544,39,26.259832366215345
3103,1272,39,26.259832366215345
3104,1352,39,26.263938124395747
3106,1116,39,26.272141706924316
3107,234,39,26.276239536381198
3109,557,39,26.284427284427284
3109,854,39,26.284427284427284
3110,320,39,26.2885172081055
3111,699,39,26.292604501607716
3112,400,39,26.296689167470266
3113,877,39,26.30077120822622
3113,1324,39,26.30077120822622
3115,640,39,26.30892742453436
3116,800,39,26.313001605136435
3117,1014,39,26.317073170731707
3118,1518,39,26.321142123837024
3119,77,39,26.325208466966004
3119,81,39,26.325208466966004
3121,79,39,26.333333333333332
3122,1522,40,26.337712271707787
3123,1014,40,26.342088404868672
3124,800,40,26.346461735510726
3125,640,40,26.350832266325224
3125,1068,40,26.350832266325224
3127,883,40,26.35956493921945
3127,1328,40,26.35956493921945
3128,400,40,26.363927086664535
3129,705,40,26.36828644501279
3130,320,40,26.37264301693832
3131,563,40,26.376996805111823
3131,862,40,26.376996805111823
3133,234,40,26.385696040868456
3134,1124,40,26.390041493775932
3136,1368,40,26.39872408293461
3137,548,40,26.403061224489797
3137,1288,40,26.403061224489797
3139,162,40,26.411727214786488
3139,1492,40,26.411727214786488
3140,160,40,26.416056068811724
3141,1491,40,26.420382165605094
3142,1288,40,26.424705507800063
3143,551,40,26.429026098026736
3143,1369,40,26.429026098026736
3145,1130,40,26.43765903307888
3147,237,40,26.446280991735538
3148,564,40,26.450587861455354
3149,324,40,26.454891994917407
3149,865,40,26.454891994917407
3151,405,40,26.463492063492062
3151,708,40,26.463492063492062
3152,888,40,26.467788003808316
3153,1341,40,26.472081218274113
3154,648,40,26.476371709483033
3155,810,40,26.480659480025366
3157,1027,40,26.489226869455006
3157,1537,40,26.489226869455006
3158,82,40,26.493506493506494
3159,78,40,26.49778340721976
3160,78,40,26.502057613168724
3160,80,40,26.502057613168724
3160,236,40,26.502057613168724
3160,238,40,26.502057613168724
3160,552,40,26.502057613168724
3160,554,40,26.502057613168724
3160,710,40,26.502057613168724
3160,712,40,26.502057613168724
3160,868,40,26.502057613168724
3160,870,40,26.502057613168724
3160,1026,40,26.502057613168724
3160,1028,40,26.502057613168724
3160,1342,40,26.502057613168724
3160,1344,40,26.502057613168724
3160,1500,40,26.502057613168724
3160,1502,40,26.502057613168724
3161,80,40,26.50632911392405
3161,1541,40,26.50632911392405
3163,810,40,26.514864010120178
3163,1027,40,26.514864010120178
3163,1081,40,26.514864010120178
3163,1542,40,26.514864010120178
3164,648,40,26.519127410686057
3165,771,40,26.52338811630847
3166,894,40,26.527646129541864
3167,405,40,26.53190145293746
3167,617,40,26.53190145293746
3167,811,40,26.53190145293746
3167,1345,40,26.53190145293746
3169,324,40,26.54040404040404
3169,542,40,26.54040404040404
3169,649,40,26.54040404040404
3169,714,40,26.54040404040404
3170,570,40,26.544651309561377
3171,465,40,26.548895899053626
3171,873,40,26.548895899053626
3173,237,40,26.557377049180328
3173,386,40,26.557377049180328
3173,896,40,26.557377049180328
3173,1138,40,26.557377049180328
3175,406,40,26.565847511027094
3175,696,40,26.565847511027094
3175,1385,40,26.565847511027094
3176,1304,40,26.57007874015748
3177,309,40,26.574307304785894
3177,555,40,26.574307304785894
3178,164,40,26.578533207428393
3179,162,40,26.58275645059786
3179,325,40,26.58275645059786
3179,1164,40,26.58275645059786
3179,1511,40,26.58275645059786
3181,572,40,26.59119496855346
3181,1304,40,26.59119496855346
3181,1318,40,26.59119496855346
3181,1510,40,26.59119496855346
3182,1386,40,26.595410248349577
3183,558,40,26.599622878692646
3183,1476,40,26.599622878692646
3184,1144,40,26.6038328620798
3185,234,40,26.608040201005025
3187,240,40,26.616446955430007
3187,571,40,26.616446955430007
3187,856,40,26.616446955430007
3187,1143,40,26.616446955430007
3188,328,40,26.6206463759021
3189,876,40,26.624843161856962
3189,1401,40,26.624843161856962
3190,410,40,26.62903731577297
3191,717,40,26.63322884012539
3191,899,40,26.63322884012539
3191,933,40,26.63322884012539
3191,1392,40,26.63322884012539
3193,656,40,26.641604010025063
3193,1247,40,26.641604010025063
3193,1311,40,26.641604010025063
3193,1358,40,26.641604010025063
3194,820,40,26.64578766050736
3195,1014,40,26.64996869129618
3196,1556,40,26.65414710485133
3197,83,40,26.658322903629536
3197,155,40,26.658322903629536
3197,165,40,26.658322903629536
3197,1040,40,26.658322903629536
3199,79,40,26.666666666666668
3199,81,40,26.666666666666668
3199,157,40,26.666666666666668
3199,163,40,26.666666666666668
3200,79,40,26.670834635823695
3200,81,40,26.670834635823695
3200,239,40,26.670834635823695
3200,241,40,26.670834635823695
3200,559,40,26.670834635823695
3200,561,40,26.670834635823695
3200,719,40,26.670834635823695
3200,721,40,26.670834635823695
3200,879,40,26.670834635823695
3200,881,40,26.670834635823695
3200,1039,40,26.670834635823695
3200,1041,40,26.670834635823695
3200,1359,40,26.670834635823695
3200,1361,40,26.670834635823695
3200,1519,40,26.670834635823695
3200,1521,40,26.670834635823695
3200,1560,40,26.670834635823695
3201,79,40,26.675
3201,81,40,26.675
3201,1014,40,26.675
3201,1094,40,26.675
3202,780,40,26.679162761636988
3203,624,40,26.683322923173016
3203,1042,40,26.683322923173016
3203,1249,40,26.683322923173016
3203,1313,40,26.683322923173016
3204,548,40,26.6874804870434
3205,470,40,26.691635455680398
3205,939,40,26.691635455680398
3205,1396,40,26.691635455680398
3206,390,40,26.69578783151326
3207,703,40,26.699937616968185
3207,1364,40,26.699937616968185
3207,1407,40,26.699937616968185
3208,312,40,26.704084814468352
3209,721,40,26.708229426433917
3209,860,40,26.708229426433917
3209,1153,40,26.708229426433917
3209,1175,40,26.708229426433917
3210,1330,40,26.71237145528202
3211,234,40,26.71651090342679
3211,882,40,26.71651090342679
3211,1489,40,26.71651090342679
3212,236,40,26.720647773279353
3213,242,40,26.72478206724782
3213,863,40,26.72478206724782
3213,1488,40,26.72478206724782
3214,1412,40,26.728913787737316
3215,576,40,26.733042937149968
3215,940,40,26.733042937149968
3215,1334,40,26.733042937149968
3216,1256,40,26.737169517884915
3217,331,40,26.741293532338307
3217,564,40,26.741293532338307
3217,1021,40,26.741293532338307
3217,1176,40,26.741293532338307
3218,156,40,26.745414982903327
3219,158,40,26.74953387197017
3219,315,40,26.74953387197017
3219,1528,40,26.74953387197017
3220,1020,40,26.753650201926064
3221,414,40,26.757763975155278
3221,708,40,26.757763975155278
3221,1256,40,26.757763975155278
3221,1531,40,26.757763975155278
3222,944,40,26.761875194039117
3223,394,40,26.765983860955927
3223,563,40,26.765983860955927
3223,908,40,26.765983860955927
3223,1414,40,26.765983860955927
3224,864,40,26.770089978281103
3225,235,40,26.774193548387096
3225,471,40,26.774193548387096
3226,1494,40,26.77829457364341
3227,241,40,26.782393056416616
3227,550,40,26.782393056416616
3227,663,40,26.782393056416616
3227,1339,40,26.782393056416616
3228,1180,40,26.786488999070343
3229,316,40,26.790582403965303
3229,631,40,26.790582403965303
3229,829,40,26.790582403965303
3229,889,40,26.790582403965303
3230,710,40,26.794673273459274
3231,395,40,26.79876160990712
3231,728,40,26.79876160990712
3231,789,40,26.79876160990712
3232,472,40,26.802847415660786
3233,551,40,26.806930693069308
3233,1103,40,26.806930693069308
3233,1373,40,26.806930693069308
3233,1574,40,26.806930693069308
3234,632,40,26.81101144447881
3235,84,40,26.815089672232528
3235,790,40,26.815089672232528
3235,1579,40,26.815089672232528
3236,1104,40,26.81916537867079
3237,78,40,26.823238566131025
3237,1051,40,26.823238566131025
3237,1580,40,26.823238566131025
3238,78,40,26.82730923694779
3239,82,40,26.831377393452748
3240,80,40,26.835443037974684
3240,82,40,26.835443037974684
3240,242,40,26.835443037974684
3240,244,40,26.835443037974684
3240,566,40,26.835443037974684
3240,568,40,26.835443037974684
3240,728,40,26.835443037974684
3240,730,40,26.835443037974684
3240,890,40,26.835443037974684
